HCAN0_MC7_5,0xFFFFE45C,1,HCAN0 Message control 7 5
HCAN0_MC7_6,0xFFFFE45D,1,HCAN0 Message control 7 6
HCAN0_MC7_7,0xFFFFE45E,1,HCAN0 Message control 7 7
HCAN0_MC7_8,0xFFFFE45F,1,HCAN0 Message control 7 8
HCAN0_MC8_1,0xFFFFE460,1,HCAN0 Message control 8 1
HCAN0_MC8_2,0xFFFFE461,1,HCAN0 Message control 8 2
HCAN0_MC8_3,0xFFFFE462,1,HCAN0 Message control 8 3
HCAN0_MC8_4,0xFFFFE463,1,HCAN0 Message control 8 4
HCAN0_MC8_5,0xFFFFE464,1,HCAN0 Message control 8 5
HCAN0_MC8_6,0xFFFFE465,1,HCAN0 Message control 8 6
HCAN0_MC8_7,0xFFFFE466,1,HCAN0 Message control 8 7
HCAN0_MC8_8,0xFFFFE467,1,HCAN0 Message control 8 8
HCAN0_MC9_1,0xFFFFE468,1,HCAN0 Message control 9 1
HCAN0_MC9_2,0xFFFFE469,1,HCAN0 Message control 9 2
HCAN0_MC9_3,0xFFFFE46A,1,HCAN0 Message control 9 3
HCAN0_MC9_4,0xFFFFE46B,1,HCAN0 Message control 9 4
HCAN0_MC9_5,0xFFFFE46C,1,HCAN0 Message control 9 5
HCAN0_MC9_6,0xFFFFE46D,1,HCAN0 Message control 9 6
HCAN0_MC9_7,0xFFFFE46E,1,HCAN0 Message control 9 7
HCAN0_MC9_8,0xFFFFE46F,1,HCAN0 Message control 9 8
HCAN0_MC10_1,0xFFFFE470,1,HCAN0 Message control 10 1
HCAN0_MC10_2,0xFFFFE471,1,HCAN0 Message control 10 2
HCAN0_MC10_3,0xFFFFE472,1,HCAN0 Message control 10 3
HCAN0_MC10_4,0xFFFFE473,1,HCAN0 Message control 10 4
HCAN0_MC10_5,0xFFFFE474,1,HCAN0 Message control 10 5
HCAN0_MC10_6,0xFFFFE475,1,HCAN0 Message control 10 6
HCAN0_MC10_7,0xFFFFE476,1,HCAN0 Message control 10 7
HCAN0_MC10_8,0xFFFFE477,1,HCAN0 Message control 10 8
HCAN0_MC11_1,0xFFFFE478,1,HCAN0 Message control 11 1
HCAN0_MC11_2,0xFFFFE479,1,HCAN0 Message control 11 2
HCAN0_MC11_3,0xFFFFE47A,1,HCAN0 Message control 11 3
HCAN0_MC11_4,0xFFFFE47B,1,HCAN0 Message control 11 4
HCAN0_MC11_5,0xFFFFE47C,1,HCAN0 Message control 11 5
HCAN0_MC11_6,0xFFFFE47D,1,HCAN0 Message control 11 6
HCAN0_MC11_7,0xFFFFE47E,1,HCAN0 Message control 11 7
HCAN0_MC11_8,0xFFFFE47F,1,HCAN0 Message control 11 8
HCAN0_MC12_1,0xFFFFE480,1,HCAN0 Message control 12 1
HCAN0_MC12_2,0xFFFFE481,1,HCAN0 Message control 12 2
HCAN0_MC12_3,0xFFFFE482,1,HCAN0 Message control 12 3
HCAN0_MC12_4,0xFFFFE483,1,HCAN0 Message control 12 4
HCAN0_MC12_5,0xFFFFE484,1,HCAN0 Message control 12 5
HCAN0_MC12_6,0xFFFFE485,1,HCAN0 Message control 12 6
HCAN0_MC12_7,0xFFFFE486,1,HCAN0 Message control 12 7
HCAN0_MC12_8,0xFFFFE487,1,HCAN0 Message control 12 8
HCAN0_MC13_1,0xFFFFE488,1,HCAN0 Message control 13 1
HCAN0_MC13_2,0xFFFFE489,1,HCAN0 Message control 13 2
HCAN0_MC13_3,0xFFFFE48A,1,HCAN0 Message control 13 3
HCAN0_MC13_4,0xFFFFE48B,1,HCAN0 Message control 13 4
HCAN0_MC13_5,0xFFFFE48C,1,HCAN0 Message control 13 5
HCAN0_MC13_6,0xFFFFE48D,1,HCAN0 Message control 13 6
HCAN0_MC13_7,0xFFFFE48E,1,HCAN0 Message control 13 7
HCAN0_MC13_8,0xFFFFE48F,1,HCAN0 Message control 13 8
HCAN0_MC14_1,0xFFFFE490,1,HCAN0 Message control 14 1
HCAN0_MC14_2,0xFFFFE491,1,HCAN0 Message control 14 2
HCAN0_MC14_3,0xFFFFE492,1,HCAN0 Message control 14 3
HCAN0_MC14_4,0xFFFFE493,1,HCAN0 Message control 14 4
HCAN0_MC14_5,0xFFFFE494,1,HCAN0 Message control 14 5
HCAN0_MC14_6,0xFFFFE495,1,HCAN0 Message control 14 6
HCAN0_MC14_7,0xFFFFE496,1,HCAN0 Message control 14 7
HCAN0_MC14_8,0xFFFFE497,1,HCAN0 Message control 14 8
HCAN0_MC15_1,0xFFFFE498,1,HCAN0 Message control 15 1
HCAN0_MC15_2,0xFFFFE499,1,HCAN0 Message control 15 2
HCAN0_MC15_3,0xFFFFE49A,1,HCAN0 Message control 15 3
HCAN0_MC15_4,0xFFFFE49B,1,HCAN0 Message control 15 4
HCAN0_MC15_5,0xFFFFE49C,1,HCAN0 Message control 15 5
HCAN0_MC15_6,0xFFFFE49D,1,HCAN0 Message control 15 6
HCAN0_MC15_7,0xFFFFE49E,1,HCAN0 Message control 15 7
HCAN0_MC15_8,0xFFFFE49F,1,HCAN0 Message control 15 8
HCAN0_MD0_1,0xFFFFE4B0,1,HCAN0 Message data 0 1
HCAN0_MD0_2,0xFFFFE4B1,1,HCAN0 Message data 0 2
HCAN0_MD0_3,0xFFFFE4B2,1,HCAN0 Message data 0 3
HCAN0_MD0_4,0xFFFFE4B3,1,HCAN0 Message data 0 4
HCAN0_MD0_5,0xFFFFE4B4,1,HCAN0 Message data 0 5
HCAN0_MD0_6,0xFFFFE4B5,1,HCAN0 Message data 0 6
HCAN0_MD0_7,0xFFFFE4B6,1,HCAN0 Message data 0 7
HCAN0_MD0_8,0xFFFFE4B7,1,HCAN0 Message data 0 8
HCAN0_MD1_1,0xFFFFE4B8,1,HCAN0 Message data 1 1
HCAN0_MD1_2,0xFFFFE4B9,1,HCAN0 Message data 1 2
HCAN0_MD1_3,0xFFFFE4BA,1,HCAN0 Message data 1 3
HCAN0_MD1_4,0xFFFFE4BB,1,HCAN0 Message data 1 4
HCAN0_MD1_5,0xFFFFE4BC,1,HCAN0 Message data 1 5
HCAN0_MD1_6,0xFFFFE4BD,1,HCAN0 Message data 1 6
HCAN0_MD1_7,0xFFFFE4BE,1,HCAN0 Message data 1 7
HCAN0_MD1_8,0xFFFFE4BF,1,HCAN0 Message data 1 8
HCAN0_MD2_1,0xFFFFE4C0,1,HCAN0 Message data 2 1
HCAN0_MD2_2,0xFFFFE4C1,1,HCAN0 Message data 2 2
HCAN0_MD2_3,0xFFFFE4C2,1,HCAN0 Message data 2 3
HCAN0_MD2_4,0xFFFFE4C3,1,HCAN0 Message data 2 4
HCAN0_MD2_5,0xFFFFE4C4,1,HCAN0 Message data 2 5
HCAN0_MD2_6,0xFFFFE4C5,1,HCAN0 Message data 2 6
HCAN0_MD2_7,0xFFFFE4C6,1,HCAN0 Message data 2 7
HCAN0_MD2_8,0xFFFFE4C7,1,HCAN0 Message data 2 8
HCAN0_MD3_1,0xFFFFE4C8,1,HCAN0 Message data 3 1
HCAN0_MD3_2,0xFFFFE4C9,1,HCAN0 Message data 3 2
HCAN0_MD3_3,0xFFFFE4CA,1,HCAN0 Message data 3 3
HCAN0_MD3_4,0xFFFFE4CB,1,HCAN0 Message data 3 4
HCAN0_MD3_5,0xFFFFE4CC,1,HCAN0 Message data 3 5
HCAN0_MD3_6,0xFFFFE4CD,1,HCAN0 Message data 3 6
HCAN0_MD3_7,0xFFFFE4CE,1,HCAN0 Message data 3 7
HCAN0_MD3_8,0xFFFFE4CF,1,HCAN0 Message data 3 8
HCAN0_MD4_1,0xFFFFE4D0,1,HCAN0 Message data 4 1
HCAN0_MD4_2,0xFFFFE4D1,1,HCAN0 Message data 4 2
HCAN0_MD4_3,0xFFFFE4D2,1,HCAN0 Message data 4 3
HCAN0_MD4_4,0xFFFFE4D3,1,HCAN0 Message data 4 4
HCAN0_MD4_5,0xFFFFE4D4,1,HCAN0 Message data 4 5
HCAN0_MD4_6,0xFFFFE4D5,1,HCAN0 Message data 4 6
HCAN0_MD4_7,0xFFFFE4D6,1,HCAN0 Message data 4 7
HCAN0_MD4_8,0xFFFFE4D7,1,HCAN0 Message data 4 8
HCAN0_MD5_1,0xFFFFE4D8,1,HCAN0 Message data 5 1
HCAN0_MD5_2,0xFFFFE4D9,1,HCAN0 Message data 5 2
HCAN0_MD5_3,0xFFFFE4DA,1,HCAN0 Message data 5 3
HCAN0_MD5_4,0xFFFFE4DB,1,HCAN0 Message data 5 4
HCAN0_MD5_5,0xFFFFE4DC,1,HCAN0 Message data 5 5
HCAN0_MD5_6,0xFFFFE4DD,1,HCAN0 Message data 5 6
HCAN0_MD5_7,0xFFFFE4DE,1,HCAN0 Message data 5 7
HCAN0_MD5_8,0xFFFFE4DF,1,HCAN0 Message data 5 8
HCAN0_MD6_1,0xFFFFE4E0,1,HCAN0 Message data 6 1
HCAN0_MD6_2,0xFFFFE4E1,1,HCAN0 Message data 6 2
HCAN0_MD6_3,0xFFFFE4E2,1,HCAN0 Message data 6 3
HCAN0_MD6_4,0xFFFFE4E3,1,HCAN0 Message data 6 4
HCAN0_MD6_5,0xFFFFE4E4,1,HCAN0 Message data 6 5
HCAN0_MD6_6,0xFFFFE4E5,1,HCAN0 Message data 6 6
HCAN0_MD6_7,0xFFFFE4E6,1,HCAN0 Message data 6 7
HCAN0_MD6_8,0xFFFFE4E7,1,HCAN0 Message data 6 8
HCAN0_MD7_1,0xFFFFE4E8,1,HCAN0 Message data 7 1
HCAN0_MD7_2,0xFFFFE4E9,1,HCAN0 Message data 7 2
HCAN0_MD7_3,0xFFFFE4EA,1,HCAN0 Message data 7 3
HCAN0_MD7_4,0xFFFFE4EB,1,HCAN0 Message data 7 4
HCAN0_MD7_5,0xFFFFE4EC,1,HCAN0 Message data 7 5
HCAN0_MD7_6,0xFFFFE4ED,1,HCAN0 Message data 7 6
HCAN0_MD7_7,0xFFFFE4EE,1,HCAN0 Message data 7 7
HCAN0_MD7_8,0xFFFFE4EF,1,HCAN0 Message data 7 8
HCAN0_MD8_1,0xFFFFE4F0,1,HCAN0 Message data 8 1
HCAN0_MD8_2,0xFFFFE4F1,1,HCAN0 Message data 8 2
HCAN0_MD8_3,0xFFFFE4F2,1,HCAN0 Message data 8 3
HCAN0_MD8_4,0xFFFFE4F3,1,HCAN0 Message data 8 4
HCAN0_MD8_5,0xFFFFE4F4,1,HCAN0 Message data 8 5
HCAN0_MD8_6,0xFFFFE4F5,1,HCAN0 Message data 8 6
HCAN0_MD8_7,0xFFFFE4F6,1,HCAN0 Message data 8 7
HCAN0_MD8_8,0xFFFFE4F7,1,HCAN0 Message data 8 8
HCAN0_MD9_1,0xFFFFE4F8,1,HCAN0 Message data 9 1
HCAN0_MD9_2,0xFFFFE4F9,1,HCAN0 Message data 9 2
HCAN0_MD9_3,0xFFFFE4FA,1,HCAN0 Message data 9 3
HCAN0_MD9_4,0xFFFFE4FB,1,HCAN0 Message data 9 4
HCAN0_MD9_5,0xFFFFE4FC,1,HCAN0 Message data 9 5
HCAN0_MD9_6,0xFFFFE4FD,1,HCAN0 Message data 9 6
HCAN0_MD9_7,0xFFFFE4FE,1,HCAN0 Message data 9 7
HCAN0_MD9_8,0xFFFFE4FF,1,HCAN0 Message data 9 8
HCAN0_MD10_1,0xFFFFE500,1,HCAN0 Message data 10 1
HCAN0_MD10_2,0xFFFFE501,1,HCAN0 Message data 10 2
HCAN0_MD10_3,0xFFFFE502,1,HCAN0 Message data 10 3
HCAN0_MD10_4,0xFFFFE503,1,HCAN0 Message data 10 4
HCAN0_MD10_5,0xFFFFE504,1,HCAN0 Message data 10 5
HCAN0_MD10_6,0xFFFFE505,1,HCAN0 Message data 10 6
